x_rd,y_rd
84056.25,445944.25
84056.75,445944.25
84057.25,445944.25
84057.75,445944.25
84058.25,445944.25
84058.75,445944.25
84059.25,445944.25
84059.75,445944.25
84060.25,445944.25
84060.75,445944.25
84061.25,445944.25
84061.75,445944.25
84062.25,445944.25
84062.75,445944.25
84063.25,445944.25
84063.75,445944.25
84064.25,445944.25
84064.75,445944.25
84065.25,445944.25
84065.75,445944.25
84066.25,445944.25
84066.75,445944.25
84067.25,445944.25
84067.75,445944.25
84068.25,445944.25
84068.75,445944.25
84069.25,445944.25
84070.25,445944.25
84070.75,445944.25
84071.25,445944.25
84071.75,445944.25
84072.75,445944.25
84181.75,445944.25
84182.25,445944.25
84182.75,445944.25
84183.25,445944.25
84183.75,445944.25
84184.25,445944.25
84184.75,445944.25
84185.25,445944.25
84185.75,445944.25
84186.25,445944.25
84186.75,445944.25
84187.25,445944.25
84187.75,445944.25
84188.25,445944.25
84188.75,445944.25
84189.25,445944.25
84189.75,445944.25
84190.25,445944.25
84190.75,445944.25
84191.25,445944.25
84191.75,445944.25
84192.25,445944.25
84192.75,445944.25
84193.25,445944.25
84193.75,445944.25
84194.25,445944.25
84194.75,445944.25
84195.25,445944.25
84195.75,445944.25
84196.25,445944.25
84196.75,445944.25
84197.25,445944.25
84048.25,445943.75
84048.75,445943.75
84049.25,445943.75
84049.75,445943.75
84050.25,445943.75
84050.75,445943.75
84051.25,445943.75
84051.75,445943.75
84052.25,445943.75
84052.75,445943.75
84053.25,445943.75
84053.75,445943.75
84054.25,445943.75
84054.75,445943.75
84055.25,445943.75
84055.75,445943.75
84056.25,445943.75
84056.75,445943.75
84057.25,445943.75
84057.75,445943.75
84058.25,445943.75
84058.75,445943.75
84059.25,445943.75
84059.75,445943.75
84060.25,445943.75
84060.75,445943.75
84061.25,445943.75
84061.75,445943.75
84062.25,445943.75
84062.75,445943.75
84063.25,445943.75
84063.75,445943.75
84064.25,445943.75
84064.75,445943.75
84065.25,445943.75
84065.75,445943.75
84066.25,445943.75
84066.75,445943.75
84067.25,445943.75
84182.25,445943.75
84182.75,445943.75
84183.25,445943.75
84183.75,445943.75
84184.25,445943.75
84184.75,445943.75
84185.25,445943.75
84185.75,445943.75
84186.25,445943.75
84186.75,445943.75
84187.25,445943.75
84187.75,445943.75
84188.25,445943.75
84188.75,445943.75
84189.25,445943.75
84189.75,445943.75
84190.25,445943.75
84190.75,445943.75
84191.25,445943.75
84191.75,445943.75
84192.25,445943.75
84192.75,445943.75
84193.25,445943.75
84193.75,445943.75
84194.25,445943.75
84194.75,445943.75
84195.25,445943.75
84195.75,445943.75
84196.25,445943.75
84196.75,445943.75
84197.25,445943.75
84048.25,445943.25
84048.75,445943.25
84049.25,445943.25
84049.75,445943.25
84050.25,445943.25
84050.75,445943.25
84051.25,445943.25
84051.75,445943.25
84052.25,445943.25
84052.75,445943.25
84053.25,445943.25
84053.75,445943.25
84054.25,445943.25
84054.75,445943.25
84055.25,445943.25
84055.75,445943.25
84056.25,445943.25
84056.75,445943.25
84057.25,445943.25
84057.75,445943.25
84058.25,445943.25
84058.75,445943.25
84059.25,445943.25
84059.75,445943.25
84060.25,445943.25
84060.75,445943.25
84061.25,445943.25
84061.75,445943.25
84062.25,445943.25
84062.75,445943.25
84063.25,445943.25
84063.75,445943.25
84064.25,445943.25
84064.75,445943.25
84065.25,445943.25
84065.75,445943.25
84182.25,445943.25
84182.75,445943.25
84183.25,445943.25
84183.75,445943.25
84184.25,445943.25
84184.75,445943.25
84185.25,445943.25
84185.75,445943.25
84186.25,445943.25
84186.75,445943.25
84187.25,445943.25
84187.75,445943.25
84188.25,445943.25
84188.75,445943.25
84189.25,445943.25
84189.75,445943.25
84190.25,445943.25
84190.75,445943.25
84191.25,445943.25
84191.75,445943.25
84192.25,445943.25
84192.75,445943.25
84193.25,445943.25
84193.75,445943.25
84194.25,445943.25
84194.75,445943.25
84195.25,445943.25
84195.75,445943.25
84196.25,445943.25
84196.75,445943.25
84197.25,445943.25
84048.75,445942.75
84049.25,445942.75
84049.75,445942.75
84050.25,445942.75
84050.75,445942.75
84051.25,445942.75
84051.75,445942.75
84052.25,445942.75
84052.75,445942.75
84053.25,445942.75
84053.75,445942.75
84054.25,445942.75
84054.75,445942.75
84055.25,445942.75
84055.75,445942.75
84056.25,445942.75
84056.75,445942.75
84057.25,445942.75
84057.75,445942.75
84058.25,445942.75
84058.75,445942.75
84059.25,445942.75
84059.75,445942.75
84060.25,445942.75
84060.75,445942.75
84061.25,445942.75
84061.75,445942.75
84062.25,445942.75
84062.75,445942.75
84063.25,445942.75
84063.75,445942.75
84182.25,445942.75
84182.75,445942.75
84183.25,445942.75
84183.75,445942.75
84184.25,445942.75
84184.75,445942.75
84185.25,445942.75
84185.75,445942.75
84186.25,445942.75
84186.75,445942.75
84187.25,445942.75
84187.75,445942.75
84188.25,445942.75
84188.75,445942.75
84189.25,445942.75
84189.75,445942.75
84190.25,445942.75
84190.75,445942.75
84191.25,445942.75
84191.75,445942.75
84192.25,445942.75
84192.75,445942.75
84193.25,445942.75
84193.75,445942.75
84194.25,445942.75
84194.75,445942.75
84195.25,445942.75
84195.75,445942.75
84196.25,445942.75
84196.75,445942.75
84197.25,445942.75
84197.75,445942.75
84048.75,445942.25
84049.25,445942.25
84049.75,445942.25
84050.25,445942.25
84050.75,445942.25
84051.25,445942.25
84051.75,445942.25
84052.25,445942.25
84052.75,445942.25
84053.25,445942.25
84053.75,445942.25
84054.25,445942.25
84054.75,445942.25
84055.25,445942.25
84055.75,445942.25
84056.25,445942.25
84056.75,445942.25
84057.25,445942.25
84057.75,445942.25
84058.25,445942.25
84058.75,445942.25
84059.25,445942.25
84059.75,445942.25
84060.25,445942.25
84060.75,445942.25
84061.25,445942.25
84061.75,445942.25
84182.75,445942.25
84183.25,445942.25
84183.75,445942.25
84184.25,445942.25
84184.75,445942.25
84185.25,445942.25
84185.75,445942.25
84186.25,445942.25
84186.75,445942.25
84187.25,445942.25
84187.75,445942.25
84188.25,445942.25
84188.75,445942.25
84189.25,445942.25
84189.75,445942.25
84190.25,445942.25
84190.75,445942.25
84191.25,445942.25
84191.75,445942.25
84192.25,445942.25
84192.75,445942.25
84193.25,445942.25
84193.75,445942.25
84194.25,445942.25
84194.75,445942.25
84195.25,445942.25
84195.75,445942.25
84196.25,445942.25
84196.75,445942.25
84197.25,445942.25
84197.75,445942.25
84048.75,445941.75
84049.25,445941.75
84049.75,445941.75
84050.25,445941.75
84050.75,445941.75
84051.25,445941.75
84051.75,445941.75
84052.25,445941.75
84052.75,445941.75
84053.25,445941.75
84053.75,445941.75
84054.25,445941.75
84054.75,445941.75
84055.25,445941.75
84055.75,445941.75
84056.25,445941.75
84056.75,445941.75
84057.25,445941.75
84057.75,445941.75
84058.25,445941.75
84058.75,445941.75
84059.25,445941.75
84059.75,445941.75
84060.25,445941.75
84182.75,445941.75
84183.25,445941.75
84183.75,445941.75
84184.25,445941.75
84184.75,445941.75
84185.25,445941.75
84185.75,445941.75
84186.25,445941.75
84186.75,445941.75
84187.25,445941.75
84187.75,445941.75
84188.25,445941.75
84188.75,445941.75
84189.25,445941.75
84189.75,445941.75
84190.25,445941.75
84190.75,445941.75
84191.25,445941.75
84191.75,445941.75
84192.25,445941.75
84192.75,445941.75
84193.25,445941.75
84193.75,445941.75
84194.25,445941.75
84194.75,445941.75
84195.25,445941.75
84195.75,445941.75
84196.25,445941.75
84196.75,445941.75
84197.25,445941.75
84197.75,445941.75
84049.25,445941.25
84049.75,445941.25
84050.25,445941.25
84050.75,445941.25
84051.25,445941.25
84051.75,445941.25
84052.25,445941.25
84052.75,445941.25
84053.25,445941.25
84053.75,445941.25
84054.25,445941.25
84054.75,445941.25
84055.25,445941.25
84055.75,445941.25
84056.25,445941.25
84056.75,445941.25
84057.25,445941.25
84057.75,445941.25
84058.25,445941.25
84058.75,445941.25
84182.75,445941.25
84183.25,445941.25
84183.75,445941.25
84184.25,445941.25
84184.75,445941.25
84185.25,445941.25
84185.75,445941.25
84186.25,445941.25
84186.75,445941.25
84187.25,445941.25
84187.75,445941.25
84188.25,445941.25
84188.75,445941.25
84189.25,445941.25
84189.75,445941.25
84190.25,445941.25
84190.75,445941.25
84191.25,445941.25
84191.75,445941.25
84192.25,445941.25
84192.75,445941.25
84193.25,445941.25
84193.75,445941.25
84194.25,445941.25
84194.75,445941.25
84195.25,445941.25
84195.75,445941.25
84196.25,445941.25
84196.75,445941.25
84197.25,445941.25
84197.75,445941.25
84198.25,445941.25
84049.25,445940.75
84049.75,445940.75
84050.25,445940.75
84050.75,445940.75
84051.25,445940.75
84051.75,445940.75
84052.25,445940.75
84052.75,445940.75
84053.25,445940.75
84053.75,445940.75
84054.25,445940.75
84054.75,445940.75
84055.25,445940.75
84055.75,445940.75
84056.25,445940.75
84056.75,445940.75
84077.75,445940.75
84183.25,445940.75
84183.75,445940.75
84184.25,445940.75
84184.75,445940.75
84185.25,445940.75
84185.75,445940.75
84186.25,445940.75
84186.75,445940.75
84187.25,445940.75
84187.75,445940.75
84188.25,445940.75
84188.75,445940.75
84189.25,445940.75
84189.75,445940.75
84190.25,445940.75
84190.75,445940.75
84191.25,445940.75
84191.75,445940.75
84192.25,445940.75
84192.75,445940.75
84193.25,445940.75
84193.75,445940.75
84194.25,445940.75
84194.75,445940.75
84195.25,445940.75
84195.75,445940.75
84196.25,445940.75
84196.75,445940.75
84197.25,445940.75
84197.75,445940.75
84198.25,445940.75
84049.75,445940.25
84050.25,445940.25
84050.75,445940.25
84051.25,445940.25
84051.75,445940.25
84052.25,445940.25
84052.75,445940.25
84053.25,445940.25
84053.75,445940.25
84054.25,445940.25
84077.25,445940.25
84183.25,445940.25
84183.75,445940.25
84184.25,445940.25
84184.75,445940.25
84185.25,445940.25
84185.75,445940.25
84186.25,445940.25
84186.75,445940.25
84187.25,445940.25
84187.75,445940.25
84188.25,445940.25
84188.75,445940.25
84189.25,445940.25
84189.75,445940.25
84190.25,445940.25
84190.75,445940.25
84191.25,445940.25
84191.75,445940.25
84192.25,445940.25
84192.75,445940.25
84193.25,445940.25
84193.75,445940.25
84194.25,445940.25
84194.75,445940.25
84195.25,445940.25
84195.75,445940.25
84196.25,445940.25
84196.75,445940.25
84197.25,445940.25
84197.75,445940.25
84198.25,445940.25
84049.75,445939.75
84050.25,445939.75
84050.75,445939.75
84051.25,445939.75
84051.75,445939.75
84052.25,445939.75
84052.75,445939.75
84053.25,445939.75
84077.25,445939.75
84183.75,445939.75
84184.25,445939.75
84184.75,445939.75
84185.25,445939.75
84185.75,445939.75
84186.25,445939.75
84186.75,445939.75
84187.25,445939.75
84187.75,445939.75
84188.25,445939.75
84188.75,445939.75
84189.25,445939.75
84189.75,445939.75
84190.25,445939.75
84190.75,445939.75
84191.25,445939.75
84191.75,445939.75
84192.25,445939.75
84192.75,445939.75
84193.25,445939.75
84193.75,445939.75
84194.25,445939.75
84194.75,445939.75
84195.25,445939.75
84195.75,445939.75
84196.25,445939.75
84196.75,445939.75
84197.25,445939.75
84197.75,445939.75
84198.25,445939.75
84198.75,445939.75
84049.75,445939.25
84050.25,445939.25
84050.75,445939.25
84184.75,445939.25
84185.25,445939.25
84185.75,445939.25
84186.25,445939.25
84186.75,445939.25
84187.25,445939.25
84187.75,445939.25
84188.25,445939.25
84188.75,445939.25
84189.25,445939.25
84189.75,445939.25
84190.25,445939.25
84190.75,445939.25
84191.25,445939.25
84191.75,445939.25
84192.25,445939.25
84192.75,445939.25
84193.25,445939.25
84193.75,445939.25
84194.25,445939.25
84194.75,445939.25
84195.25,445939.25
84195.75,445939.25
84196.25,445939.25
84196.75,445939.25
84197.25,445939.25
84197.75,445939.25
84198.25,445939.25
84198.75,445939.25
84184.75,445938.75
84185.25,445938.75
84185.75,445938.75
84186.25,445938.75
84186.75,445938.75
84187.25,445938.75
84187.75,445938.75
84188.25,445938.75
84188.75,445938.75
84189.25,445938.75
84189.75,445938.75
84190.25,445938.75
84190.75,445938.75
84191.25,445938.75
84191.75,445938.75
84192.25,445938.75
84192.75,445938.75
84193.25,445938.75
84193.75,445938.75
84194.25,445938.75
84194.75,445938.75
84195.25,445938.75
84195.75,445938.75
84196.25,445938.75
84196.75,445938.75
84197.25,445938.75
84197.75,445938.75
84198.25,445938.75
84198.75,445938.75
84184.75,445938.25
84185.25,445938.25
84185.75,445938.25
84186.25,445938.25
84186.75,445938.25
84187.25,445938.25
84187.75,445938.25
84188.25,445938.25
84188.75,445938.25
84189.25,445938.25
84189.75,445938.25
84190.25,445938.25
84190.75,445938.25
84191.25,445938.25
84191.75,445938.25
84192.25,445938.25
84192.75,445938.25
84193.25,445938.25
84193.75,445938.25
84194.25,445938.25
84194.75,445938.25
84195.25,445938.25
84195.75,445938.25
84196.25,445938.25
84196.75,445938.25
84197.25,445938.25
84197.75,445938.25
84198.25,445938.25
84198.75,445938.25
84199.25,445938.25
84185.25,445937.75
84185.75,445937.75
84186.25,445937.75
84186.75,445937.75
84187.25,445937.75
84187.75,445937.75
84188.25,445937.75
84188.75,445937.75
84189.25,445937.75
84189.75,445937.75
84190.25,445937.75
84190.75,445937.75
84191.25,445937.75
84191.75,445937.75
84192.25,445937.75
84192.75,445937.75
84193.25,445937.75
84193.75,445937.75
84194.25,445937.75
84194.75,445937.75
84195.25,445937.75
84195.75,445937.75
84196.25,445937.75
84196.75,445937.75
84197.25,445937.75
84197.75,445937.75
84198.25,445937.75
84198.75,445937.75
84199.25,445937.75
84185.25,445937.25
84185.75,445937.25
84186.25,445937.25
84186.75,445937.25
84187.25,445937.25
84187.75,445937.25
84188.25,445937.25
84188.75,445937.25
84189.25,445937.25
84189.75,445937.25
84190.25,445937.25
84190.75,445937.25
84191.25,445937.25
84191.75,445937.25
84192.25,445937.25
84192.75,445937.25
84193.25,445937.25
84193.75,445937.25
84194.25,445937.25
84194.75,445937.25
84195.25,445937.25
84195.75,445937.25
84196.25,445937.25
84196.75,445937.25
84197.25,445937.25
84197.75,445937.25
84198.25,445937.25
84198.75,445937.25
84199.25,445937.25
84199.75,445937.25
84185.25,445936.75
84185.75,445936.75
84186.25,445936.75
84186.75,445936.75
84187.25,445936.75
84187.75,445936.75
84188.25,445936.75
84188.75,445936.75
84189.25,445936.75
84189.75,445936.75
84190.25,445936.75
84190.75,445936.75
84191.25,445936.75
84191.75,445936.75
84192.25,445936.75
84192.75,445936.75
84193.25,445936.75
84193.75,445936.75
84194.25,445936.75
84194.75,445936.75
84195.25,445936.75
84195.75,445936.75
84196.25,445936.75
84196.75,445936.75
84197.25,445936.75
84197.75,445936.75
84198.25,445936.75
84198.75,445936.75
84199.25,445936.75
84199.75,445936.75
84185.75,445936.25
84186.25,445936.25
84186.75,445936.25
84187.25,445936.25
84187.75,445936.25
84188.25,445936.25
84188.75,445936.25
84189.25,445936.25
84189.75,445936.25
84190.25,445936.25
84190.75,445936.25
84191.25,445936.25
84191.75,445936.25
84192.25,445936.25
84192.75,445936.25
84193.25,445936.25
84193.75,445936.25
84194.25,445936.25
84194.75,445936.25
84195.25,445936.25
84195.75,445936.25
84196.25,445936.25
84196.75,445936.25
84197.25,445936.25
84197.75,445936.25
84198.25,445936.25
84198.75,445936.25
84199.25,445936.25
84199.75,445936.25
84185.75,445935.75
84186.25,445935.75
84186.75,445935.75
84187.25,445935.75
84187.75,445935.75
84188.25,445935.75
84188.75,445935.75
84189.25,445935.75
84189.75,445935.75
84190.25,445935.75
84190.75,445935.75
84191.25,445935.75
84191.75,445935.75
84192.25,445935.75
84192.75,445935.75
84193.25,445935.75
84193.75,445935.75
84194.25,445935.75
84194.75,445935.75
84195.25,445935.75
84195.75,445935.75
84196.25,445935.75
84196.75,445935.75
84197.25,445935.75
84197.75,445935.75
84198.25,445935.75
84198.75,445935.75
84199.25,445935.75
84199.75,445935.75
84200.25,445935.75
84186.25,445935.25
84186.75,445935.25
84187.25,445935.25
84187.75,445935.25
84188.25,445935.25
84188.75,445935.25
84189.25,445935.25
84189.75,445935.25
84190.25,445935.25
84190.75,445935.25
84191.25,445935.25
84191.75,445935.25
84192.25,445935.25
84192.75,445935.25
84193.25,445935.25
84193.75,445935.25
84194.25,445935.25
84194.75,445935.25
84195.25,445935.25
84195.75,445935.25
84196.25,445935.25
84196.75,445935.25
84197.25,445935.25
84197.75,445935.25
84198.25,445935.25
84198.75,445935.25
84199.25,445935.25
84199.75,445935.25
84200.25,445935.25
84186.25,445934.75
84186.75,445934.75
84187.25,445934.75
84187.75,445934.75
84188.25,445934.75
84188.75,445934.75
84189.25,445934.75
84189.75,445934.75
84190.25,445934.75
84190.75,445934.75
84191.25,445934.75
84191.75,445934.75
84192.25,445934.75
84192.75,445934.75
84193.25,445934.75
84193.75,445934.75
84194.25,445934.75
84194.75,445934.75
84195.25,445934.75
84195.75,445934.75
84196.25,445934.75
84196.75,445934.75
84197.25,445934.75
84197.75,445934.75
84198.25,445934.75
84198.75,445934.75
84199.25,445934.75
84199.75,445934.75
84200.25,445934.75
84185.75,445934.25
84186.25,445934.25
84186.75,445934.25
84187.25,445934.25
84187.75,445934.25
84188.25,445934.25
84188.75,445934.25
84189.25,445934.25
84189.75,445934.25
84190.25,445934.25
84190.75,445934.25
84191.25,445934.25
84191.75,445934.25
84192.25,445934.25
84192.75,445934.25
84193.25,445934.25
84193.75,445934.25
84194.25,445934.25
84194.75,445934.25
84195.25,445934.25
84195.75,445934.25
84196.25,445934.25
84196.75,445934.25
84197.25,445934.25
84197.75,445934.25
84198.25,445934.25
84198.75,445934.25
84199.25,445934.25
84199.75,445934.25
84200.25,445934.25
84200.75,445934.25
84185.75,445933.75
84186.25,445933.75
84186.75,445933.75
84187.25,445933.75
84187.75,445933.75
84188.25,445933.75
84188.75,445933.75
84189.25,445933.75
84189.75,445933.75
84190.25,445933.75
84190.75,445933.75
84191.25,445933.75
84191.75,445933.75
84192.25,445933.75
84192.75,445933.75
84193.25,445933.75
84193.75,445933.75
84194.25,445933.75
84194.75,445933.75
84195.25,445933.75
84195.75,445933.75
84196.25,445933.75
84196.75,445933.75
84197.25,445933.75
84197.75,445933.75
84198.25,445933.75
84198.75,445933.75
84199.25,445933.75
84199.75,445933.75
84200.25,445933.75
84200.75,445933.75
84185.75,445933.25
84186.25,445933.25
84186.75,445933.25
84187.25,445933.25
84187.75,445933.25
84188.25,445933.25
84188.75,445933.25
84189.25,445933.25
84189.75,445933.25
84190.25,445933.25
84190.75,445933.25
84191.25,445933.25
84191.75,445933.25
84192.25,445933.25
84192.75,445933.25
84193.25,445933.25
84193.75,445933.25
84194.25,445933.25
84194.75,445933.25
84195.25,445933.25
84195.75,445933.25
84196.25,445933.25
84196.75,445933.25
84197.25,445933.25
84197.75,445933.25
84198.25,445933.25
84198.75,445933.25
84199.25,445933.25
84199.75,445933.25
84200.25,445933.25
84200.75,445933.25
84186.25,445932.75
84186.75,445932.75
84187.25,445932.75
84187.75,445932.75
84188.25,445932.75
84188.75,445932.75
84189.25,445932.75
84189.75,445932.75
84190.25,445932.75
84190.75,445932.75
84191.25,445932.75
84191.75,445932.75
84192.25,445932.75
84192.75,445932.75
84193.25,445932.75
84193.75,445932.75
84194.25,445932.75
84194.75,445932.75
84195.25,445932.75
84195.75,445932.75
84196.25,445932.75
84196.75,445932.75
84197.25,445932.75
84197.75,445932.75
84198.25,445932.75
84198.75,445932.75
84199.25,445932.75
84199.75,445932.75
84200.25,445932.75
84200.75,445932.75
84201.25,445932.75
84186.25,445932.25
84186.75,445932.25
84187.25,445932.25
84187.75,445932.25
84188.25,445932.25
84188.75,445932.25
84189.25,445932.25
84189.75,445932.25
84190.25,445932.25
84190.75,445932.25
84191.25,445932.25
84191.75,445932.25
84192.25,445932.25
84192.75,445932.25
84193.25,445932.25
84193.75,445932.25
84194.25,445932.25
84194.75,445932.25
84195.25,445932.25
84195.75,445932.25
84196.25,445932.25
84196.75,445932.25
84197.25,445932.25
84197.75,445932.25
84198.25,445932.25
84198.75,445932.25
84199.25,445932.25
84199.75,445932.25
84200.25,445932.25
84200.75,445932.25
84201.25,445932.25
84186.25,445931.75
84186.75,445931.75
84187.25,445931.75
84187.75,445931.75
84188.25,445931.75
84188.75,445931.75
84189.25,445931.75
84189.75,445931.75
84190.25,445931.75
84190.75,445931.75
84191.25,445931.75
84191.75,445931.75
84192.25,445931.75
84192.75,445931.75
84193.25,445931.75
84193.75,445931.75
84194.25,445931.75
84194.75,445931.75
84195.25,445931.75
84195.75,445931.75
84196.25,445931.75
84196.75,445931.75
84197.25,445931.75
84197.75,445931.75
84198.25,445931.75
84198.75,445931.75
84199.25,445931.75
84199.75,445931.75
84200.25,445931.75
84200.75,445931.75
84201.25,445931.75
84186.75,445931.25
84187.25,445931.25
84187.75,445931.25
84188.25,445931.25
84188.75,445931.25
84189.25,445931.25
84189.75,445931.25
84190.25,445931.25
84190.75,445931.25
84191.25,445931.25
84191.75,445931.25
84192.25,445931.25
84192.75,445931.25
84193.25,445931.25
84193.75,445931.25
84194.25,445931.25
84194.75,445931.25
84195.25,445931.25
84195.75,445931.25
84196.25,445931.25
84196.75,445931.25
84197.25,445931.25
84197.75,445931.25
84198.25,445931.25
84198.75,445931.25
84199.25,445931.25
84199.75,445931.25
84200.25,445931.25
84200.75,445931.25
84201.25,445931.25
84201.75,445931.25
84186.75,445930.75
84187.25,445930.75
84187.75,445930.75
84188.25,445930.75
84188.75,445930.75
84189.25,445930.75
84189.75,445930.75
84190.25,445930.75
84190.75,445930.75
84191.25,445930.75
84191.75,445930.75
84192.25,445930.75
84192.75,445930.75
84193.25,445930.75
84193.75,445930.75
84194.25,445930.75
84194.75,445930.75
84195.25,445930.75
84195.75,445930.75
84196.25,445930.75
84196.75,445930.75
84197.25,445930.75
84197.75,445930.75
84198.25,445930.75
84198.75,445930.75
84199.25,445930.75
84199.75,445930.75
84200.25,445930.75
84200.75,445930.75
84201.25,445930.75
84201.75,445930.75
81542.75,445930.25
84186.75,445930.25
84187.25,445930.25
84187.75,445930.25
84188.25,445930.25
84188.75,445930.25
84189.25,445930.25
84189.75,445930.25
84190.25,445930.25
84190.75,445930.25
84191.25,445930.25
84191.75,445930.25
84192.25,445930.25
84192.75,445930.25
84193.25,445930.25
84193.75,445930.25
84194.25,445930.25
84194.75,445930.25
84195.25,445930.25
84195.75,445930.25
84196.25,445930.25
84196.75,445930.25
84197.25,445930.25
84197.75,445930.25
84198.25,445930.25
84198.75,445930.25
84199.25,445930.25
84199.75,445930.25
84200.25,445930.25
84200.75,445930.25
84201.25,445930.25
84201.75,445930.25
84187.25,445929.75
84187.75,445929.75
84188.25,445929.75
84188.75,445929.75
84189.25,445929.75
84189.75,445929.75
84190.25,445929.75
84190.75,445929.75
84191.25,445929.75
84191.75,445929.75
84192.25,445929.75
84192.75,445929.75
84193.25,445929.75
84193.75,445929.75
84194.25,445929.75
84194.75,445929.75
84195.25,445929.75
84195.75,445929.75
84196.25,445929.75
84196.75,445929.75
84197.25,445929.75
84197.75,445929.75
84198.25,445929.75
84198.75,445929.75
84199.25,445929.75
84199.75,445929.75
84200.25,445929.75
84200.75,445929.75
84201.25,445929.75
84201.75,445929.75
84202.25,445929.75
84187.25,445929.25
84187.75,445929.25
84188.25,445929.25
84188.75,445929.25
84189.25,445929.25
84189.75,445929.25
84190.25,445929.25
84190.75,445929.25
84191.25,445929.25
84191.75,445929.25
84192.25,445929.25
84192.75,445929.25
84193.25,445929.25
84193.75,445929.25
84194.25,445929.25
84194.75,445929.25
84195.25,445929.25
84195.75,445929.25
84196.25,445929.25
84196.75,445929.25
84197.25,445929.25
84197.75,445929.25
84198.25,445929.25
84198.75,445929.25
84199.25,445929.25
84199.75,445929.25
84200.25,445929.25
84200.75,445929.25
84201.25,445929.25
84201.75,445929.25
84202.25,445929.25
84187.25,445928.75
84187.75,445928.75
84188.25,445928.75
84188.75,445928.75
84189.25,445928.75
84189.75,445928.75
84190.25,445928.75
84190.75,445928.75
84191.25,445928.75
84191.75,445928.75
84192.25,445928.75
84192.75,445928.75
84193.25,445928.75
84193.75,445928.75
84194.25,445928.75
84194.75,445928.75
84195.25,445928.75
84195.75,445928.75
84196.25,445928.75
84196.75,445928.75
84197.25,445928.75
84197.75,445928.75
84198.25,445928.75
84198.75,445928.75
84199.25,445928.75
84199.75,445928.75
84200.25,445928.75
84200.75,445928.75
84201.25,445928.75
84201.75,445928.75
84202.25,445928.75
84187.75,445928.25
84188.25,445928.25
84188.75,445928.25
84189.25,445928.25
84189.75,445928.25
84190.25,445928.25
84190.75,445928.25
84191.25,445928.25
84191.75,445928.25
84192.25,445928.25
84192.75,445928.25
84193.25,445928.25
84193.75,445928.25
84194.25,445928.25
84194.75,445928.25
84195.25,445928.25
84195.75,445928.25
84196.25,445928.25
84196.75,445928.25
84197.25,445928.25
84197.75,445928.25
84198.25,445928.25
84198.75,445928.25
84199.25,445928.25
84199.75,445928.25
84200.25,445928.25
84200.75,445928.25
84201.25,445928.25
84201.75,445928.25
84202.25,445928.25
84202.75,445928.25
84187.75,445927.75
84188.25,445927.75
84188.75,445927.75
84189.25,445927.75
84189.75,445927.75
84190.25,445927.75
84190.75,445927.75
84191.25,445927.75
84191.75,445927.75
84192.25,445927.75
84192.75,445927.75
84193.25,445927.75
84193.75,445927.75
84194.25,445927.75
84194.75,445927.75
84195.25,445927.75
84195.75,445927.75
84196.25,445927.75
84196.75,445927.75
84197.25,445927.75
84197.75,445927.75
84198.25,445927.75
84198.75,445927.75
84199.25,445927.75
84199.75,445927.75
84200.25,445927.75
84200.75,445927.75
84201.25,445927.75
84201.75,445927.75
84202.25,445927.75
84202.75,445927.75
84187.75,445927.25
84188.25,445927.25
84188.75,445927.25
84189.25,445927.25
84189.75,445927.25
84190.25,445927.25
84190.75,445927.25
84191.25,445927.25
84191.75,445927.25
84192.25,445927.25
84192.75,445927.25
84193.25,445927.25
84193.75,445927.25
84194.25,445927.25
84194.75,445927.25
84195.25,445927.25
84195.75,445927.25
84196.25,445927.25
84196.75,445927.25
84197.25,445927.25
84197.75,445927.25
84198.25,445927.25
84198.75,445927.25
84199.25,445927.25
84199.75,445927.25
84200.25,445927.25
84200.75,445927.25
84201.25,445927.25
84201.75,445927.25
84202.25,445927.25
84202.75,445927.25
84203.25,445927.25
84188.25,445926.75
84188.75,445926.75
84189.25,445926.75
84189.75,445926.75
84190.25,445926.75
84190.75,445926.75
84191.25,445926.75
84191.75,445926.75
84192.25,445926.75
84192.75,445926.75
84193.25,445926.75
84193.75,445926.75
84194.25,445926.75
84194.75,445926.75
84195.25,445926.75
84195.75,445926.75
84196.25,445926.75
84196.75,445926.75
84197.25,445926.75
84197.75,445926.75
84198.25,445926.75
84198.75,445926.75
84199.25,445926.75
84199.75,445926.75
84200.25,445926.75
84200.75,445926.75
84201.25,445926.75
84201.75,445926.75
84202.25,445926.75
84202.75,445926.75
84203.25,445926.75
84188.25,445926.25
84188.75,445926.25
84189.25,445926.25
84189.75,445926.25
84190.25,445926.25
84190.75,445926.25
84191.25,445926.25
84191.75,445926.25
84192.25,445926.25
84192.75,445926.25
84193.25,445926.25
84193.75,445926.25
84194.25,445926.25
84194.75,445926.25
84195.25,445926.25
84195.75,445926.25
84196.25,445926.25
84196.75,445926.25
84197.25,445926.25
84197.75,445926.25
84198.25,445926.25
84198.75,445926.25
84199.25,445926.25
84199.75,445926.25
84200.25,445926.25
84200.75,445926.25
84201.25,445926.25
84201.75,445926.25
84202.25,445926.25
84202.75,445926.25
84203.25,445926.25
81537.25,445925.75
84188.75,445925.75
84189.25,445925.75
84189.75,445925.75
84190.25,445925.75
84190.75,445925.75
84191.25,445925.75
84191.75,445925.75
84192.25,445925.75
84192.75,445925.75
84193.25,445925.75
84193.75,445925.75
84194.25,445925.75
84194.75,445925.75
